חדר,אינדקס,מקור,תרגום,הערות
5,7,The oak cabinet has a brass handle on its door. Your feather duster is lying on its top.,לארון עץ האלון יש ידית פליז על הדלת. מברשת הנוצות שלך מונחת על החלקו העליון.,
5,8,The chart has no meaning to you.,אין שום תזכור עליך בתרשים.,
5,9,There is just your feather duster on the cabinet.,יש רק את מברשת הנוצות שלך על הארון.,
5,10,"You try to turn the handle, but, unfortunately, the door is locked.","אתה מנסה לסובב את הידית, אך, למרבה הצער, הדלת נעולה.",
5,11,"Inside, you find the wizard's magic wand.","בפנים, אתה מוצא את מטה הקסם של המכשף.",
5,12,You unlock the oaken cabinet using the brass key.,אתה פותח את ארון האלון באמצעות מפתח הפליז.,
5,13,You find it is empty.,אתה מגלה שהוא ריק.,
5,14,"Carefully examining the bookshelf, you notice a glint of metal behind one huge volume.","בבחינה זהירה של מדף הספרים, אתה מבחין בנצנוץ מתכתי מאחורי כרך אחד ענק.",
5,15,"So many books line the bookshelf, you wonder when Manannan has time to read them all. Titles cover many subjects: from ""Ancient Arabic Mythology,"" to ""A Study of the Heavens,"" to ""The Philosophies of Socrates.""","כל כך הרבה ספרים עומדים על מדף הספרים, אתה תוהה מתי למננן יש זמן לקרוא את כולם. הכותרים מכסים נושאים רבים: מ""מיתולוגיה ערבית עתיקה"", דרך ""מחקר השמים"", ועד ""הפילוסופיות של סוקרטס"".",
5,16,"After closing the door, you carefully relock it.","לאחר סגירת הדלת, אתה נועל אותה בזהירות מחדש.",
5,17,"You glance at the titles of the books, but do not see any that interest you. Wait... was that a glint of metal behind one large book?","אתה מציץ בכותרי הספרים, אך לא רואה שום דבר שמעניין אותך. רגע... האם זה היה נצנוץ מתכתי מאחורי ספר אחד גדול?",
5,18,"You glance at the books, but see no others that interest you.","אתה מציץ בספרים, אבל לא רואה כאלה שמעניינים אותך.",
5,19,"You push the large book aside, revealing a metal lever attached to the back of the bookshelf.","אתה דוחף את הספר הגדול הצידה, חושף ידית מתכת המחוברת לחלק האחורי של מדף הספרים.",
5,20,You move the big book back where you found it so it again conceals the metal lever.,"אתה מחזיר את הספר הגדול כפי שמצאת אותו, כך שהוא שוב מסתיר את ידית המתכת.",
5,21,Don't you remember... you emptied it yesterday.,אתה לא זוכר...? רוקנת אותו אתמול.,
5,22,The metal lever is attached to the back of the bookshelf.,ידית המתכת מחוברת לחלק האחורי של מדף הספרים.,
5,23,"You look closely at the floor, but do not see any signs of one.","אתה מסתכל מקרוב על הרצפה, אבל לא רואה שום סימן לכך.",לבדוק באיזה הקשר נאמר במשחק
5,24,"Peering into the dark, frightening trapdoor, you see treacherous stone steps.","אתה מציץ אל תוך הדלת הצונחת האפלה והמפחידה, ורואה מדרגות אבן בוגדניות.",
5,25,"You take it with you, knowing it could mean death if he finds it missing.","אתה לוקח אותו איתך, בידיעה שתמצא את מותך אם הוא יגלה שהוא חסר.",
5,26,"You look everywhere in the room, but do not see a lever.","אתה מסתכל לכל עבר בחדר, אבל לא רואה ידית.",
5,27,%m22 You cannot take it.,%m22 אתה לא יכול לקחת את זה.,
5,28,"A trapdoor opens, revealing steep stone steps leading into darkness.","דלת צונחת נפתחת, חושפת מדרגות אבן תלולות המובילות אל החשכה.",
5,29,"The trapdoor groans shut, disappearing into the floorboards.","הדלת הצונחת נטרקת באנקה, נעלמת אל תוך לוחות הרצפה.",
5,30,The wizard wouldn't appreciate that.,המכשף לא יעריך את זה.,
5,31,You carefully replace the magic wand exactly as you found it.,אתה מחזיר בזהירות את מטה הקסם בדיוק כפי שמצאת אותו.,
5,32,"Caught in the act! You can see his rage building as the wizard's face turns red behind his white beard and his eyes bulge alarmingly. He roars at you, ""You know you're not allowed to sneak around in my private study!""","נתפסת על חם! אתה יכול לראות את הזעם שלו הולך וגדל כשפניו של המכשף הופכות אדומות מבעד לזקנו הלבן ועיניו בולטות בצורה מדאיגה. הוא שואג עליך, ""אתה יודע שאסור לך להתגנב בחדר העבודה הפרטי שלי!""",
5,33,"Before you replace the book, you'd better shut the trapdoor.","לפני שתחזיר את הספר למקום, מוטב שתסגור את הדלת הצונחת.",
5,34,"The wizard is writing at his desk. He looks up from his work, and greets you with a scowl. ""Boy, you know I don't like you to enter my private study, especially when I'm writing,"" he growls. ""Leave now, or I'll make you leave!""","המכשף כותב על שולחנו. הוא מרים את עיניו מעבודתו, ומקדם את פניך במבט זעף. ""ילד, אתה יודע שאני לא אוהב שאתה נכנס לחדר העבודה הפרטי שלי, במיוחד כשאני כותב"", הוא נוהם. ""עזוב עכשיו, או שאני אגרום לך לעזוב!""",
5,35,You don't want the old wizard to grow suspicious of your activities.,אתה לא רוצה שהמכשף הזקן יחשוד בפעילויות שלך.,
5,36,There may be something metallic behind that large book.,ייתכן שיש משהו מתכתי מאחורי הספר הגדול הזה.,
6,1,"This is the kitchen of the wizard's house. Other than your own bed chamber, this is the only place in the house that you feel you can call ""your own."" The wizard rarely enters the kitchen. On cold days, the fireplace is a cozy place to sit.","זה המטבח של בית המכשף. מלבד חדר השינה שלך, זה המקום היחיד בבית שאתה מרגיש שאתה יכול לקרוא לו ""שלך"". המכשף כמעט ולא נכנס למטבח. בימים קרים, האח הוא מקום נעים לשבת לידו.",
6,2,Near the fireplace is a crude broom made of straw.,ליד האח יש מטאטא פשוט עשוי קש.,
6,3,"As it is now summer, the need to light a fire and cook hot food was diminished. The fireplace is, at the moment, not burning.","מכיוון שעכשיו קיץ, הצורך להדליק אש ולבשל אוכל חם הצטמצם. האח, כרגע, לא בוער.",
6,4,"There is no need for you to start a fire in the fireplace, as it is now summer and warm outside.","אין צורך שתצית אש באח, כי עכשיו קיץ וחם בחוץ.",
6,5,You use the heavy oak table when you prepare food for the wizard.,אתה משתמש בשולחן האלון הכבד כשאתה מכין אוכל למכשף.,
6,6,"%m11%m7,%m8, and%m9%m12.","%m11%m7,%m8, ו-%m9 %m12.",
6,7, a loaf of bread, כיכר לחם,
6,8, some fruit, קצת פירות,
6,9, a mutton chop, צלע כבש,
6,10,%m11%m7%m12.,%m11%m7 %m12.,
6,11,"Right now, there is","כעת, יש ",
6,12, on the table,על השולחן,
6,13,%m11%m8%m12.,%m11%m8 %m12.,
6,14,%m11%m9%m12.,%m11%m9 %m12.,
6,15,%m11%m7 and%m8%m12.,%m11%m7 ו-%m8 %m12.,
6,16,%m11%m7 and%m9%m12.,%m11%m7 ו-%m9 %m12.,
6,17,%m11%m8 and%m9%m12.,%m11%m8 ו-%m9 %m12.,
6,18,%m19 One useful item that catches your eye is the clay bowl you use for all of your mixing.,%m19 פריט שימושי אחד שמושך את עיניך הוא קערת החימר שבה אתה משתמש עבור כל הדברים שאתה מערבב.,
6,19,The kitchen shelf holds many ingredients and kitchen implements for cooking.,מדפי המטבח מכילים מרכיבים רבים וכלי מטבח לבישול.,
6,20,"There are pots, pans, and skillets hanging on the wall beside the fireplace.",יש סירים ומחבתות התלויים על הקיר ליד האח.,
6,21,There is an iron rack hanging on the wall by the fireplace.,יש מתלה מברזל התלוי על הקיר ליד האח.,
6,22,Your trusty knife%m24,הסכין הנאמנה שלך %m24,
6,23,Your wooden serving spoon%m24,כף העץ להגשה שלך %m24,
6,24, is hanging on the rack., תלויה על המתלה.,
6,25,It's clean under there.,נקי שם מתחת.,
6,26,,,
6,27,,,
6,28,,,
6,29,"There are large baskets hanging from the ceiling beam, and smaller baskets on the kitchen shelves.","יש סלים גדולים התלויים על קורת התקרה, וסלסילות קטנות יותר על מדפי המטבח.",
6,30,"Looking at the butter churn makes your muscles ache as you remember the long hours churning cream to make butter. Otherwise, you have no interest in it.","התבוננות בחבישת החמאה גורמת לשרירים שלך לכאוב כשאתה זוכר את השעות הארוכות שחיבצת שמנת להכנת חמאה. אחרת, אין לך עניין בזה.",
6,31,"There are pots, pans, baskets, and drying herbs and spices hanging here.","תלויים כאן סירים, מחבתות, סלסלות ועשבי תיבול ותבלינים מיובשים.",
6,32,You can think of no use for baskets right now.,אתה לא יכול לחשוב על שום שימוש בסלים כרגע.,
6,33,"You are not in the mood for cooking at the moment, so the pots do not interest you.","אין לך מצב רוח לבישול כרגע, אז הסירים לא מעניינים אותך.",
6,34,The iron rack is securely attached to the wall. You cannot remove it no matter how hard you try.,מתלה הברזל מחובר היטב לקיר. אתה לא יכול להסיר אותו לא משנה כמה חזק אתה מנסה.,
6,35,You have no use for these particular herbs and spices.,אין לך כל שימוש בעשבי התיבול ובתבלינים האלה.,
6,36,The barrels only contain foodstuffs. They are too huge to move.,החביות מכילות רק מוצרי מזון. הן ענקיות מדי מכדי לזוז.,
6,37,,,
6,38,You take the loaf of bread and carry it with you.,אתה לוקח את כיכר הלחם ונושא אותו איתך.,
6,39,,,
6,40,You take the fruit and carry it with you.,אתה לוקח את הפירות ונושא אותם איתך.,
6,41,,,
6,42,You take the mutton chop and carry it with you.,אתה לוקח את צלע הכבש ונושא אותה איתך.,
6,43,,,
6,44,You take the wooden spoon from the iron rack and keep it with you.,אתה לוקח את כף העץ ממתלה הברזל ושומר אותה בין כליך.,
6,45,You already have it.,כבר יש לך את זה.,
6,46,You take the carving knife from the iron rack and keep it with you.,אתה לוקח את סכין הגילוף ממתלה הברזל ושומר אותה בין כליך.,
6,47,,,
6,48,You retrieve the clay bowl from the kitchen shelf and take it with you.,אתה שולף את קערת החימר מהמדף במטבח ולוקח אותה איתך.,
6,49,,,
6,50,,,
6,51,,,
